"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"534","Indeno(1,2,3-cd)pyrene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"535","Lead","PIELORES_OUT",0.000000e+00,1.500000e+01,1.092411e-04,1.213386e-03,1.685467e-03,2.908234e-03,1.024366e-02
"536","Lead dissolved","PIELORES_OUT",0.000000e+00,1.500000e+01,5.314434e-05,2.486292e-04,3.867617e-04,4.876110e-04,1.125472e-03
"537","LPAH","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,4.004736e-04,7.834311e-04
"538","Malathion","PIELORES_OUT",8.000000e+00,2.200000e+01,7.085912e-06,3.645130e-05,7.789603e-05,9.388475e-05,9.866150e-05
"539","Mecoprop","PIELORES_OUT",8.000000e+00,2.200000e+01,2.361971e-05,1.215043e-04,2.596534e-04,3.129492e-04,3.288717e-04
"540","Mercury","PIELORES_OUT",0.000000e+00,1.500000e+01,2.952463e-05,1.389887e-04,2.990444e-04,3.863408e-04,4.110896e-04
"541","Mercury dissolved","PIELORES_OUT",0.000000e+00,1.500000e+01,2.952463e-05,1.389887e-04,2.990444e-04,3.863408e-04,4.110896e-04
"542","Naphthalene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,4.004736e-04,7.834311e-04
"543","Nitrite-Nitrate","PIELORES_OUT",0.000000e+00,1.500000e+01,6.288747e-02,4.440161e-01,7.481326e-01,9.707242e-01,1.463373e+00
"544","Pentachlorophenol","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,2.995699e-04,3.703876e-04,4.046480e-04
"545","Phenanthrene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"546","Prometon","PIELORES_OUT",8.000000e+00,2.200000e+01,7.085912e-06,3.645130e-05,7.789603e-05,9.388475e-05,9.866150e-05
"547","Pyrene","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"548","Surfactants","PIELORES_OUT",0.000000e+00,1.500000e+01,1.180985e-02,5.795054e-02,1.758008e-01,4.904088e-01,1.607817e+00
"549","Total Benzofluoranthenes","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,3.911864e-04,4.110896e-04
"550","Total Kjeldahl Nitrogen","PIELORES_OUT",0.000000e+00,1.500000e+01,1.771478e-01,1.085044e+00,1.496478e+00,2.039344e+00,5.274023e+00
"551","Total PAH","PIELORES_OUT",0.000000e+00,1.400000e+01,2.952463e-05,1.518804e-04,3.245668e-04,4.004736e-04,7.834311e-04
"552","Total Phosphorus","PIELORES_OUT",8.000000e+00,3.800000e+01,5.904927e-03,4.424009e-02,1.067417e-01,1.740668e-01,6.618096e+00
"553","Total Phthalate","PIELORES_OUT",0.000000e+00,1.400000e+01,3.424858e-04,4.057473e-03,6.451605e-03,1.363806e-02,2.985860e-02
"554","Total Suspended Solids","PIELORES_OUT",8.000000e+00,2.300000e+01,8.266897e-01,2.436294e+01,4.157278e+01,7.529410e+01,6.761968e+03
"555","Total TPHDx","PIELORES_OUT",8.000000e+00,1.800000e+01,3.969320e-01,7.227800e-01,1.211254e+00,1.851938e+00,2.009771e+00
"556","Triclopyr","PIELORES_OUT",8.000000e+00,2.200000e+01,2.361971e-05,1.215043e-04,2.596534e-04,3.129492e-04,3.288717e-04
"557","Zinc","PIELORES_OUT",0.000000e+00,1.500000e+01,3.969320e-04,3.907421e-03,1.435413e-02,2.065893e-02,3.858760e-02
"558","Zinc dissolved","PIELORES_OUT",0.000000e+00,1.500000e+01,3.969320e-04,1.484259e-03,2.023240e-03,2.159398e-03,2.534605e-02
"559","1-Methylnaphthalene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.445658e-06,2.162214e-06,5.680378e-06,2.710923e-05
"560","2-Methylnaphthalene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.445658e-06,2.162214e-06,5.817786e-06,2.710923e-05
"561","2,4-D","POSOUTFALL_6057",0.000000e+00,3.900000e+01,2.122854e-07,1.859504e-06,1.128056e-05,2.574082e-05,6.917454e-05
"562","Acenaphthene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.560341e-06,2.772809e-06,6.079362e-06,2.710923e-05
"563","Acenaphthylene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.445658e-06,2.162214e-06,5.680378e-06,2.710923e-05
"564","Anthracene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,4.245708e-07,1.560341e-06,4.081736e-06,1.105552e-05,1.022468e-04
"565","Benz(a)anthracene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.016941e-06,4.084670e-06,8.289256e-06,2.828157e-05,4.554351e-04
"566","Benzo(a)pyrene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.084737e-06,5.135014e-06,1.318889e-05,4.957703e-05,5.367628e-04
"567","Benzo(b)fluoranthene","POSOUTFALL_6057",0.000000e+00,2.300000e+01,7.295235e-06,2.681244e-05,3.182029e-05,1.736817e-04,4.825443e-04
"568","Benzo(g,h,i)perylene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.423718e-06,5.384190e-06,1.330948e-05,4.454747e-05,4.229040e-04
"569","Benzo(k)fluoranthene","POSOUTFALL_6057",0.000000e+00,2.300000e+01,7.295235e-06,2.327150e-05,3.085263e-05,1.807389e-04,4.825443e-04
"570","Benzofluoranthenes, Total","POSOUTFALL_6057",0.000000e+00,2.600000e+01,3.118620e-06,7.790284e-06,1.491611e-05,3.212706e-05,1.974331e-04
"571","Bis(2-ethylhexyl) phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,4.245708e-06,2.477561e-05,4.625031e-05,8.762181e-05,2.114520e-04
"572","Butyl benzyl phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-06,1.393017e-05,2.162214e-05,3.996633e-05,7.185077e-05
"573","Cadmium","POSOUTFALL_6057",0.000000e+00,4.900000e+01,5.638065e-07,1.939262e-06,2.786033e-06,5.145346e-06,1.976467e-05
"574","Cadmium dissolved","POSOUTFALL_6057",0.000000e+00,4.600000e+01,6.149344e-07,1.274171e-06,1.744972e-06,2.393187e-06,1.620820e-05
"575","Calcium","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.248742e-02,2.664905e-02,4.421517e-02,6.444124e-02,6.102082e-01
"576","Calcium dissolved","POSOUTFALL_6057",0.000000e+00,2.000000e+00,7.597327e-02,7.920952e-02,8.244577e-02,8.568202e-02,8.891827e-02
"577","Chloride","POSOUTFALL_6057",0.000000e+00,4.900000e+01,4.668194e-03,2.495528e-02,3.746029e-02,5.471426e-02,2.591770e-01
"578","Chlorpyrifos","POSOUTFALL_6057",0.000000e+00,3.800000e+01,5.307135e-07,3.591037e-06,5.753685e-06,1.256735e-05,2.431745e-05
"579","Chrysene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.101679e-06,6.687298e-06,1.431924e-05,4.670300e-05,5.964031e-04
"580","Copper","POSOUTFALL_6057",0.000000e+00,4.900000e+01,9.064273e-05,3.247161e-04,4.903419e-04,9.210805e-04,2.976593e-03
"581","Copper dissolved","POSOUTFALL_6057",0.000000e+00,4.600000e+01,3.050338e-05,1.191555e-04,1.659577e-04,2.938646e-04,8.956768e-04
"582","CPAH","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.848727e-06,2.100687e-05,6.486486e-05,1.951429e-04,3.095874e-03
"583","Di-N-Octyl Phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-06,1.393017e-05,2.162214e-05,3.996633e-05,7.185077e-05
"584","Diazinon","POSOUTFALL_6057",0.000000e+00,3.800000e+01,5.307135e-07,3.591037e-06,5.753685e-06,1.256735e-05,2.431745e-05
"585","Dibenzo(a,h)anthracene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,6.779608e-07,2.162214e-06,6.079362e-06,1.293314e-05,1.463898e-04
"586","Dibutyl phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-06,1.393017e-05,2.162214e-05,3.996633e-05,7.185077e-05
"587","Dichlobenil","POSOUTFALL_6057",0.000000e+00,3.800000e+01,8.203490e-08,9.797007e-07,1.729604e-06,3.950610e-06,1.823809e-05
"588","Diesel Fuel","POSOUTFALL_6057",3.000000e+00,4.200000e+01,1.899151e-03,3.530963e-03,6.435678e-03,1.426920e-02,8.674954e-02
"589","Diesel Range Organics","POSOUTFALL_6057",0.000000e+00,5.000000e+00,1.457572e-02,1.702221e-02,1.762580e-02,5.527476e-02,8.674954e-02
"590","Diethyl phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-06,1.393017e-05,2.162214e-05,3.996633e-05,7.185077e-05
"591","Dimethyl phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-06,1.393017e-05,2.162214e-05,3.996633e-05,7.185077e-05
"592","Fluoranthene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,3.525396e-06,1.223169e-05,2.397980e-05,1.149612e-04,1.138588e-03
"593","Fluorene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.579279e-06,2.991217e-06,6.352279e-06,3.031750e-05
"594","Gasoline Range Organics","POSOUTFALL_6057",3.000000e+00,3.400000e+01,2.557007e-03,4.424217e-03,6.442780e-03,1.355462e-02,1.796269e-02
"595","Hardness as CaCO3","POSOUTFALL_6057",0.000000e+00,5.100000e+01,4.201375e-02,8.849806e-02,1.422933e-01,2.066983e-01,1.585345e+00
"596","HPAH","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.586428e-05,6.158510e-05,1.433542e-04,5.166070e-04,5.633298e-03
"597","Indeno(1,2,3-cd)pyrene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,9.491452e-07,4.247248e-06,1.053668e-05,4.023643e-05,3.957948e-04
"598","Lead","POSOUTFALL_6057",0.000000e+00,4.900000e+01,8.832968e-06,1.360328e-04,2.602883e-04,5.964841e-04,7.102618e-03
"599","Lead dissolved","POSOUTFALL_6057",0.000000e+00,4.600000e+01,5.348933e-07,3.084196e-06,5.910378e-06,1.019337e-05,3.177923e-05
"600","LPAH","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.830494e-06,6.098283e-06,1.109124e-05,5.961408e-05,6.370669e-04
"601","Magnesium","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.601646e-03,4.973093e-03,6.442780e-03,1.094285e-02,2.765141e-02
"602","Magnesium dissolved","POSOUTFALL_6057",0.000000e+00,2.000000e+00,9.420685e-03,9.911983e-03,1.040328e-02,1.089458e-02,1.138588e-02
"603","Malathion","POSOUTFALL_6057",0.000000e+00,3.800000e+01,5.307135e-07,3.591037e-06,5.753685e-06,1.256735e-05,2.431745e-05
"604","Mecoprop","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.122854e-07,1.332453e-06,4.217979e-06,5.143393e-03,1.729364e-02
"605","Mercury","POSOUTFALL_6057",0.000000e+00,4.900000e+01,5.307135e-08,3.330395e-07,4.730265e-07,1.084369e-06,2.218247e-06
"606","Mercury dissolved","POSOUTFALL_6057",0.000000e+00,3.800000e+01,5.307135e-08,3.345149e-07,4.527347e-07,1.067372e-06,1.437015e-06
"607","Motor Oil","POSOUTFALL_6057",3.000000e+00,4.700000e+01,2.948034e-03,6.721434e-03,1.053999e-02,2.915144e-02,7.193940e-02
"608","Naphthalene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.653567e-07,1.445658e-06,2.365132e-06,6.077861e-06,2.710923e-05
"609","Nitrite-Nitrate","POSOUTFALL_6057",0.000000e+00,6.000000e+00,3.888405e-03,4.550055e-03,4.680022e-03,6.893612e-03,8.569784e-03
"610","Nitrite-Nitrate dissolved","POSOUTFALL_6057",0.000000e+00,4.300000e+01,4.551490e-04,1.045521e-03,2.185218e-03,4.116192e-03,8.569784e-03
"611","Ortho-phosphate dissolved","POSOUTFALL_6057",0.000000e+00,6.000000e+00,1.645886e-04,3.281381e-04,9.421359e-04,1.535151e-03,1.641023e-03
"612","Pentachlorophenol","POSOUTFALL_6057",0.000000e+00,4.800000e+01,1.326784e-06,7.162487e-06,1.128616e-05,2.858928e-05,1.355462e-04
"613","Phenanthrene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.830494e-06,5.468993e-06,1.109124e-05,4.500332e-05,5.313409e-04
"614","Prometon","POSOUTFALL_6057",0.000000e+00,3.800000e+01,8.203490e-08,9.797007e-07,1.729604e-06,3.950610e-06,1.823809e-05
"615","Pyrene","POSOUTFALL_6057",0.000000e+00,4.900000e+01,2.644047e-06,1.067200e-05,2.273704e-05,6.825823e-05,9.759323e-04
"616","Surfactants","POSOUTFALL_6057",0.000000e+00,4.900000e+01,8.545302e-05,5.988604e-04,1.158482e-03,1.803978e-03,1.224360e-02
"617","Total Benzofluoranthenes","POSOUTFALL_6057",0.000000e+00,4.900000e+01,3.118620e-06,1.407832e-05,3.217839e-05,1.149612e-04,9.650886e-04
"618","Total Kjeldahl Nitrogen","POSOUTFALL_6057",0.000000e+00,4.800000e+01,5.519420e-03,1.086540e-02,1.869853e-02,3.053618e-02,6.668871e-02
"619","Total PAH","POSOUTFALL_6057",0.000000e+00,4.900000e+01,1.769478e-05,6.758931e-05,1.544455e-04,5.582804e-04,6.270365e-03
"620","Total Phosphorus","POSOUTFALL_6057",0.000000e+00,4.800000e+01,4.511064e-04,1.089514e-03,1.746673e-03,2.963492e-03,1.138588e-02
"621","Total Phosphorus dissolved","POSOUTFALL_6057",0.000000e+00,4.300000e+01,3.453857e-05,1.179345e-04,2.498349e-04,4.969297e-04,1.641023e-03
"622","Total Phthalate","POSOUTFALL_6057",0.000000e+00,4.900000e+01,4.245708e-06,2.477561e-05,4.625031e-05,8.762181e-05,2.114520e-04
"623","Total Suspended Solids","POSOUTFALL_6057",0.000000e+00,4.900000e+01,9.765128e-02,2.387975e-01,3.658970e-01,7.961998e-01,2.738032e+00
"624","Total TPHDx","POSOUTFALL_6057",3.000000e+00,4.700000e+01,2.352248e-03,8.737013e-03,1.470660e-02,3.558722e-02,1.301243e-01
"625","Triclopyr","POSOUTFALL_6057",0.000000e+00,3.800000e+01,2.122854e-07,1.338059e-06,1.886616e-06,4.307602e-06,5.748061e-06
"626","Zinc","POSOUTFALL_6057",0.000000e+00,4.900000e+01,4.668194e-04,8.648857e-04,1.445967e-03,2.034027e-03,6.072468e-03
"627","Zinc dissolved","POSOUTFALL_6057",0.000000e+00,4.600000e+01,6.655258e-06,4.829068e-04,8.563550e-04,1.294864e-03,2.938696e-03
"628","1-Methylnaphthalene","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.150000e-07,5.582500e-07,9.575000e-07,1.359750e-06,8.265000e-06
"629","2-Methylnaphthalene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"630","2,4-D","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.107000e-07,4.794000e-07,8.128000e-07,1.374400e-06,6.612000e-06
"631","Acenaphthene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"632","Acenaphthylene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"633","Anthracene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"634","Benz(a)anthracene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.698000e-06,8.265000e-06
"635","Benzo(a)pyrene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"636","Benzo(b)fluoranthene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"637","Benzo(g,h,i)perylene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"638","Benzo(k)fluoranthene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"639","Bis(2-ethylhexyl) phthalate","POT564S8D_OUT",3.000000e+00,2.200000e+01,5.790000e-06,1.426950e-05,2.192190e-05,4.245250e-05,3.800520e-04
"640","Butyl benzyl phthalate","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-06,5.610000e-06,9.860000e-06,1.586000e-05,8.265000e-05
"641","Cadmium","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.322000e-07,9.860000e-07,2.068900e-06,2.035000e-05,9.465300e-05
"642","Cadmium dissolved","POT564S8D_OUT",4.000000e+00,3.300000e+01,1.440500e-07,2.976000e-07,6.792000e-07,9.708000e-07,1.528400e-05
"643","Chloride","POT564S8D_OUT",1.000000e+00,2.000000e+00,4.165560e+01,4.165560e+01,4.165560e+01,4.165560e+01,4.165560e+01
"644","Chlorpyrifos","POT564S8D_OUT",4.000000e+00,3.200000e+01,5.160000e-08,1.378800e-07,2.615700e-07,1.844925e-06,2.479500e-05
"645","Chrysene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.698000e-06,8.265000e-06
"646","Copper","POT564S8D_OUT",4.000000e+00,3.300000e+01,6.170500e-06,3.657500e-05,5.868200e-05,9.375000e-05,6.859950e-04
"647","Copper dissolved","POT564S8D_OUT",4.000000e+00,3.300000e+01,4.429000e-06,1.746100e-05,3.118500e-05,4.758000e-05,5.289600e-04
"648","CPAH","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-07,5.500000e-07,9.575000e-07,1.614000e-06,8.265000e-06
"649","Di-N-Octyl Phthalate","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-06,5.610000e-06,9.860000e-06,1.586000e-05,8.265000e-05
"650","Diazinon","POT564S8D_OUT",4.000000e+00,3.200000e+01,5.160000e-08,1.378800e-07,2.615700e-07,1.752375e-06,9.918000e-06
"651","Dibenzo(a,h)anthracene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"652","Dibutyl phthalate","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-06,5.610000e-06,9.860000e-06,1.586000e-05,8.265000e-05
"653","Dichlobenil","POT564S8D_OUT",4.000000e+00,3.200000e+01,5.160000e-08,1.755875e-07,2.652300e-07,1.752375e-06,9.918000e-06
"654","Diesel Fuel","POT564S8D_OUT",1.400000e+01,3.500000e+01,2.150000e-04,5.610000e-04,1.144000e-03,2.427000e-03,8.265000e-03
"655","Diethyl phthalate","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-06,5.610000e-06,9.860000e-06,1.586000e-05,8.265000e-05
"656","Dimethyl phthalate","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-06,5.610000e-06,9.860000e-06,1.586000e-05,8.265000e-05
"657","Fluoranthene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.698000e-06,8.265000e-06
"658","Fluorene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"659","Hardness as CaCO3","POT564S8D_OUT",4.000000e+00,3.300000e+01,1.480500e-02,5.068800e-02,9.219200e-02,4.074070e-01,3.935630e+01
"660","HPAH","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-07,5.500000e-07,9.575000e-07,1.796733e-06,1.351296e-05
"661","Indeno(1,2,3-cd)pyrene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.586000e-06,8.265000e-06
"662","Lead","POT564S8D_OUT",4.000000e+00,3.300000e+01,1.324400e-05,4.932840e-05,1.299140e-04,2.276250e-04,2.346960e-03
"663","Lead dissolved","POT564S8D_OUT",4.000000e+00,3.300000e+01,7.718500e-07,4.216000e-06,7.207200e-06,1.338700e-05,1.057920e-04
"664","LPAH","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-07,5.992500e-07,1.008500e-06,1.593420e-06,8.265000e-06
"665","Malathion","POT564S8D_OUT",4.000000e+00,3.200000e+01,5.160000e-08,1.378800e-07,2.615700e-07,1.844925e-06,2.479500e-05
"666","Mecoprop","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.107000e-07,4.794000e-07,8.128000e-07,1.374400e-06,6.612000e-06
"667","Mercury","POT564S8D_OUT",4.000000e+00,3.300000e+01,1.972000e-08,4.595000e-08,7.302000e-08,1.560600e-07,1.239750e-06
"668","Mercury dissolved","POT564S8D_OUT",4.000000e+00,3.300000e+01,5.790000e-09,3.172000e-08,4.730000e-08,1.065900e-07,5.785500e-07
"669","Naphthalene","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.150000e-07,5.708725e-07,9.935000e-07,1.636260e-06,8.265000e-06
"670","Nitrite-Nitrate","POT564S8D_OUT",4.000000e+00,3.100000e+01,6.060000e-05,6.257700e-04,1.285900e-03,2.532985e-03,3.253800e-01
"671","Oil and grease","POT564S8D_OUT",1.400000e+01,3.500000e+01,1.075000e-03,2.805000e-03,5.155000e-03,1.191260e-02,4.132500e-02
"672","Ortho-phosphate","POT564S8D_OUT",4.000000e+00,2.900000e+01,3.472000e-05,1.039500e-04,1.672200e-04,3.396000e-04,3.056800e-03
"673","Pentachlorophenol","POT564S8D_OUT",4.000000e+00,3.300000e+01,5.783500e-07,2.656940e-06,6.701400e-06,1.327040e-05,6.926070e-05
"674","Phenanthrene","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.150000e-07,5.925000e-07,9.240000e-07,1.614000e-06,8.265000e-06
"675","Prometon","POT564S8D_OUT",4.000000e+00,3.200000e+01,5.160000e-08,1.378800e-07,2.615700e-07,1.752375e-06,9.918000e-06
"676","Pyrene","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.150000e-07,5.610000e-07,9.860000e-07,1.698000e-06,8.265000e-06
"677","Surfactants","POT564S8D_OUT",4.000000e+00,3.300000e+01,9.700000e-05,5.373000e-04,1.201200e-03,1.907400e-03,1.653000e-02
"678","Total Benzofluoranthenes","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-07,5.500000e-07,9.575000e-07,1.331750e-06,8.265000e-06
"679","Total Kjeldahl Nitrogen","POT564S8D_OUT",4.000000e+00,3.000000e+01,1.075000e-03,3.152750e-03,5.818000e-03,1.292625e-02,4.132500e-02
"680","Total PAH","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-07,5.992500e-07,1.065000e-06,1.796733e-06,1.351296e-05
"681","Total Phosphorus","POT564S8D_OUT",4.000000e+00,2.900000e+01,4.300000e-05,1.925000e-04,3.172000e-04,9.180000e-04,3.967200e-03
"682","Total Phthalate","POT564S8D_OUT",4.000000e+00,3.600000e+01,2.150000e-06,1.059223e-05,2.113750e-05,4.257000e-05,3.800520e-04
"683","Total Suspended Solids","POT564S8D_OUT",4.000000e+00,3.300000e+01,1.376000e-02,5.605600e-02,1.744200e-01,2.886600e-01,3.200400e+00
"684","Total TPHDx","POT564S8D_OUT",1.400000e+01,3.500000e+01,2.150000e-04,5.610000e-04,1.144000e-03,2.427000e-03,8.265000e-03
"685","TPHGx","POT564S8D_OUT",1.400000e+01,3.500000e+01,1.075000e-04,2.805000e-04,5.155000e-04,8.890000e-04,8.265000e-03
"686","Triclopyr","POT564S8D_OUT",4.000000e+00,3.200000e+01,2.107000e-07,4.794000e-07,8.128000e-07,1.374400e-06,6.612000e-06
"687","Zinc","POT564S8D_OUT",4.000000e+00,3.300000e+01,3.913000e-04,1.280400e-03,2.232840e-03,3.514820e-03,2.372055e-02
"688","Zinc dissolved","POT564S8D_OUT",4.000000e+00,3.300000e+01,2.580000e-04,9.176000e-04,1.474560e-03,2.385320e-03,2.148900e-02
"689","1-Methylnaphthalene","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-05,2.519749e-04,5.354424e-04,9.985083e-04,2.590817e-03
"690","2-Methylnaphthalene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.350747e-04,5.360087e-04,1.002992e-03,3.065914e-03
"691","2,4-D","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,7.897895e-05,2.957237e-04,8.427759e-04,5.348760e-03,2.092951e-02
"692","Acenaphthene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.348760e-04,8.214137e-04,2.895619e-03
"693","Acenaphthylene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.743218e-03
"694","Ammonia","SEAC1S8D_OUT",0.000000e+00,2.400000e+01,1.524010e-01,3.185666e-01,4.357786e-01,6.656204e-01,2.814781e+00
"695","Anthracene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.338464e-03
"696","Benz(a)anthracene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.671656e-03
"697","Benzo(a)pyrene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.374805e-03
"698","Benzo(b)fluoranthene","SEAC1S8D_OUT",0.000000e+00,3.000000e+00,5.111182e-04,5.684173e-04,6.257163e-04,8.256213e-04,1.025526e-03
"699","Benzo(g,h,i)perylene","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-05,2.234047e-04,5.174612e-04,8.794278e-04,2.968507e-03
"700","Benzo(k)fluoranthene","SEAC1S8D_OUT",0.000000e+00,3.000000e+00,5.111182e-04,5.684173e-04,6.257163e-04,8.256213e-04,1.025526e-03
"701","Benzofluoranthenes, Total","SEAC1S8D_OUT",0.000000e+00,3.000000e+01,4.731737e-05,3.492099e-04,5.820377e-04,1.320058e-03,6.134914e-03
"702","Bis(2-ethylhexyl) phthalate","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-04,6.405045e-03,1.300121e-02,2.632231e-02,7.383790e-02
"703","Butyl benzyl phthalate","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-04,2.519749e-03,4.391998e-03,7.108933e-03,2.092951e-02
"704","Cadmium","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,1.892695e-04,5.087679e-04,1.069752e-03,1.403078e-03,4.185903e-03
"705","Cadmium dissolved","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,9.463475e-05,2.967601e-04,7.586071e-04,1.071281e-03,4.185903e-03
"706","Calcium","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,9.936648e+00,3.519665e+01,4.708492e+01,7.155699e+01,1.358325e+02
"707","Chloride","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.211246e+00,1.012396e+01,2.133614e+01,3.735666e+01,1.964749e+02
