"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"879","Malathion","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,7.745211e-06,2.332572e-05,5.120895e-05,8.628837e-05,1.847388e-04
"880","Mecoprop","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.981723e-06,1.792850e-05,1.186262e-02,4.781911e-02,2.081993e-01
"881","Mercury","SEAR1S8D_OUT",0.000000e+00,1.000000e+00,2.590856e-06,2.590856e-06,2.590856e-06,2.590856e-06,2.590856e-06
"882","Mercury dissolved","SEAR1S8D_OUT",0.000000e+00,1.000000e+00,1.863925e-06,1.863925e-06,1.863925e-06,1.863925e-06,1.863925e-06
"883","Motor Oil","SEAR1S8D_OUT",1.000000e+00,1.900000e+01,3.220300e-02,8.522713e-02,1.079329e-01,2.107899e-01,4.163985e-01
"884","Naphthalene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"885","Nitrite-Nitrate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,7.639782e-03,2.160104e-02,4.253898e-02,5.922759e-02,2.131473e-01
"886","Ortho-phosphate","SEAR1S8D_OUT",0.000000e+00,7.000000e+00,6.740984e-04,9.868971e-04,1.360665e-03,2.793032e-03,6.977260e-03
"887","Ortho-Phosphate dissolved","SEAR1S8D_OUT",0.000000e+00,2.700000e+01,5.808908e-04,1.413093e-03,2.626856e-03,5.103112e-03,1.397944e-02
"888","PCB-aroclor 1016","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.016305e-06,4.618470e-06
"889","PCB-aroclor 1221","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.016305e-06,4.618470e-06
"890","PCB-aroclor 1232","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.016305e-06,4.618470e-06
"891","PCB-aroclor 1242","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.016305e-06,4.618470e-06
"892","PCB-aroclor 1248","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.016305e-06,4.618470e-06
"893","PCB-aroclor 1254","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,9.375480e-07,2.168840e-06,4.282732e-06,1.001622e-05
"894","PCB-aroclor 1260","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,8.977063e-07,1.653460e-06,2.157841e-06,4.618470e-06
"895","Pentachlorophenol","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.227392e-05,4.516459e-05,1.005976e-04,2.101885e-04,7.557165e-04
"896","Phenanthrene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.071687e-05,1.484443e-04
"897","Prometon","SEAR1S8D_OUT",0.000000e+00,3.000000e+01,4.909567e-07,2.952613e-06,6.700916e-06,2.146527e-05,2.620414e-04
"898","Pyrene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.229438e-06,9.965036e-06,2.322316e-05,4.203771e-05,1.484443e-04
"899","Surfactants","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,7.364350e-04,2.798549e-03,7.936123e-03,1.177362e-02,4.163985e-02
"900","Total Benzofluoranthenes","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,1.010131e-05,2.694457e-05,6.417601e-05,2.968886e-04
"901","Total Kjeldahl Nitrogen","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.323563e-02,8.368634e-02,2.342879e-01,3.696803e-01,1.218955e+00
"902","Total PAH","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,1.373605e-05,3.558213e-05,1.013389e-04,6.802828e-04
"903","Total PCB","SEAR1S8D_OUT",0.000000e+00,1.000000e+01,2.477154e-07,9.375480e-07,2.080498e-06,3.051702e-06,5.051646e-06
"904","Total Phosphorus","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.013755e-03,2.043913e-02,3.782637e-02,6.936134e-02,2.756018e-01
"905","Total Phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,1.428267e-04,3.644429e-04,7.202163e-04,2.498391e-03
"906","Total Suspended Solids","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.401015e-01,4.625129e+00,1.038714e+01,2.392721e+01,1.255907e+02
"907","Total TPHDx","SEAR1S8D_OUT",2.000000e+00,3.700000e+01,2.041392e-02,5.656040e-02,1.065737e-01,1.895941e-01,5.339094e-01
"908","Triclopyr","SEAR1S8D_OUT",0.000000e+00,3.000000e+01,1.963827e-06,7.226334e-06,1.560494e-05,3.257349e-05,7.417515e-05
"909","Zinc","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.089948e-03,4.720878e-03,1.015757e-02,2.067819e-02,6.546669e-02
"910","Zinc dissolved","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,3.468015e-04,1.276996e-03,2.734320e-03,4.247369e-03,2.588218e-02
"911","1-Methylnaphthalene","SNO_COM",0.000000e+00,2.000000e+01,4.530688e-06,1.507232e-05,2.978078e-05,5.602125e-05,3.543706e-04
"912","2-Methylnaphthalene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.635168e-05,4.366734e-05,6.882398e-05,3.543706e-04
"913","2,4-D","SNO_COM",3.000000e+00,3.900000e+01,1.189306e-06,7.983568e-06,2.491383e-05,3.651027e-05,7.586920e-04
"914","Acenaphthene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.547552e-05,3.543706e-04
"915","Acenaphthylene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.547552e-05,3.543706e-04
"916","Anthracene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.882398e-05,3.543706e-04
"917","Benzene","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-05,1.684850e-04,4.366734e-04,6.882398e-04,3.543706e-03
"918","Benzo(a)pyrene","SNO_COM",3.000000e+00,3.800000e+01,2.378611e-06,1.725201e-05,5.298923e-05,7.394312e-05,1.063112e-03
"919","Benzo(b)fluoranthene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,2.433617e-05,6.582155e-05,1.435056e-04,1.063112e-03
"920","Benzo(g,h,i)perylene","SNO_COM",3.000000e+00,3.900000e+01,2.497542e-06,1.754580e-05,6.402542e-05,1.011013e-04,1.063112e-03
"921","Benzo(k)fluoranthene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,2.024793e-05,5.197973e-05,7.609715e-05,1.417482e-03
"922","Bis(2-ethylhexyl) phthalate","SNO_COM",3.000000e+00,3.900000e+01,4.955440e-05,2.168996e-04,5.331204e-04,8.695353e-04,4.252447e-03
"923","BTEX","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-05,1.684850e-04,4.366734e-04,6.882398e-04,3.543706e-03
"924","Butyl benzyl phthalate","SNO_COM",3.000000e+00,3.900000e+01,2.843007e-05,1.499799e-04,2.619870e-04,4.074434e-04,3.543706e-03
"925","Cadmium","SNO_COM",3.000000e+00,3.900000e+01,1.427167e-06,1.456032e-05,4.078242e-05,1.346917e-04,7.149992e-04
"926","Cadmium dissolved","SNO_COM",3.000000e+00,3.900000e+01,2.616472e-06,9.147530e-06,1.758261e-05,3.469544e-05,1.771853e-04
"927","Calcium","SNO_COM",3.000000e+00,3.900000e+01,2.854333e-01,1.175119e+00,1.785311e+00,3.738879e+00,1.275734e+01
"928","Chloride","SNO_COM",2.000000e+00,3.700000e+01,2.863961e-02,4.427275e-01,1.060181e+00,2.547096e+00,8.859265e+00
"929","Chlorpyrifos","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.547552e-05,3.543706e-04
"930","Chrysene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.954921e-05,7.222483e-05,1.184774e-04,1.417482e-03
"931","Copper","SNO_COM",3.000000e+00,3.600000e+01,5.299365e-04,9.365413e-04,3.074497e-03,4.432146e-03,2.073068e-02
"932","Copper dissolved","SNO_COM",2.000000e+00,3.300000e+01,1.821065e-04,5.583592e-04,1.159904e-03,2.171252e-03,9.319947e-03
"933","CPAH","SNO_COM",3.000000e+00,3.900000e+01,2.521328e-06,4.573305e-05,1.743182e-04,4.715324e-04,6.024300e-03
"934","Di-N-Octyl Phthalate","SNO_COM",3.000000e+00,3.900000e+01,1.189306e-05,1.499799e-04,2.619870e-04,4.074434e-04,3.543706e-03
"935","Diazinon","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.366734e-05,6.882398e-05,3.543706e-04
"936","Dibenzo(a,h)anthracene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.754580e-05,5.026232e-05,7.404135e-05,4.251768e-04
"937","Dibutyl phthalate","SNO_COM",3.000000e+00,3.900000e+01,2.843007e-05,1.544483e-04,2.619870e-04,4.074434e-04,3.543706e-03
"938","Dichlobenil","SNO_COM",3.000000e+00,3.900000e+01,2.854333e-06,2.742624e-05,9.779348e-05,4.260970e-04,1.666727e-03
"939","Diesel Range Organics","SNO_COM",8.000000e+00,3.600000e+01,4.519361e-02,1.798995e-01,3.088637e-01,4.375823e-01,1.063112e+00
"940","Diethyl phthalate","SNO_COM",3.000000e+00,3.900000e+01,2.843007e-05,1.499799e-04,2.777595e-04,4.074434e-04,3.543706e-03
"941","Dimethyl phthalate","SNO_COM",3.000000e+00,3.900000e+01,1.189306e-05,1.499799e-04,2.619870e-04,4.074434e-04,3.543706e-03
"942","Ethylbenzene","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-05,1.684850e-04,4.366734e-04,6.547552e-04,3.543706e-03
"943","Fluoranthene","SNO_COM",3.000000e+00,3.900000e+01,2.854333e-06,2.589713e-05,1.047424e-04,2.147303e-04,2.126224e-03
"944","Fluorene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.547552e-05,3.543706e-04
"945","Gasoline Range Organics","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-03,1.684850e-02,4.366734e-02,6.882398e-02,3.543706e-01
"946","Hardness as CaCO3","SNO_COM",3.000000e+00,3.900000e+01,9.133867e-01,4.952226e+00,6.983546e+00,1.377369e+01,4.606818e+01
"947","Heavy Fuel Oil","SNO_COM",8.000000e+00,3.600000e+01,3.924708e-02,4.024015e-01,6.728072e-01,1.100108e+00,2.941276e+00
"948","HPAH","SNO_COM",3.000000e+00,3.900000e+01,5.686013e-06,9.137690e-05,4.261826e-04,9.732241e-04,1.063112e-02
"949","Indeno(1,2,3-cd)pyrene","SNO_COM",3.000000e+00,3.900000e+01,2.521328e-06,2.292556e-05,5.612758e-05,9.976929e-05,7.537224e-04
"950","Lead","SNO_COM",3.000000e+00,3.800000e+01,4.548811e-05,3.021163e-04,9.060130e-04,1.857887e-03,7.051975e-03
"951","Lead dissolved","SNO_COM",3.000000e+00,3.700000e+01,8.563000e-06,2.545114e-05,4.742815e-05,9.053900e-05,8.794490e-04
"952","LPAH","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.754580e-05,4.852367e-05,8.463538e-05,7.087412e-04
"953","Magnesium","SNO_COM",3.000000e+00,3.900000e+01,5.137800e-02,3.566997e-01,6.612256e-01,1.152749e+00,3.401958e+00
"954","Malathion","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.011216e-05,6.958854e-05,3.543706e-04
"955","Mecoprop","SNO_COM",3.000000e+00,3.900000e+01,2.477720e-04,7.096898e-04,1.865228e-03,3.273776e-03,1.771853e-02
"956","Mercury","SNO_COM",2.000000e+00,3.700000e+01,2.378611e-06,1.725201e-05,3.564236e-05,6.653032e-05,3.543706e-04
"957","Mercury dissolved","SNO_COM",2.000000e+00,3.700000e+01,2.378611e-06,1.912800e-05,3.896675e-05,8.792366e-05,3.543706e-04
"958","Naphthalene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.596714e-05,4.366734e-05,7.038495e-05,3.543706e-04
"959","Nitrite-Nitrate","SNO_COM",3.000000e+00,3.700000e+01,1.655513e-02,4.807768e-02,1.036848e-01,1.708770e-01,1.223286e+00
"960","Ortho-phosphate dissolved","SNO_COM",3.000000e+00,3.900000e+01,2.265344e-04,1.635295e-03,4.854349e-03,1.596430e-02,4.995084e-02
"961","Pentachlorophenol","SNO_COM",3.000000e+00,3.800000e+01,2.378611e-06,4.702146e-05,7.149992e-05,3.494435e-04,3.543706e-03
"962","Phenanthrene","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,1.754580e-05,4.428620e-05,7.205918e-05,7.087412e-04
"963","Prometon","SNO_COM",3.000000e+00,3.900000e+01,2.854333e-06,2.233417e-05,6.194300e-05,2.387106e-04,8.333634e-04
"964","Pyrene","SNO_COM",3.000000e+00,3.900000e+01,2.854333e-06,2.990509e-05,9.317912e-05,1.827648e-04,1.417482e-03
"965","Surfactants","SNO_COM",3.000000e+00,3.900000e+01,1.421503e-03,8.767837e-03,1.771570e-02,3.438845e-02,1.027050e-01
"966","Toluene","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-05,1.684850e-04,4.366734e-04,6.882398e-04,3.543706e-03
"967","Total Benzofluoranthenes","SNO_COM",3.000000e+00,3.900000e+01,2.378611e-06,3.159348e-05,9.466632e-05,1.709573e-04,2.480594e-03
"968","Total Kjeldahl Nitrogen","SNO_COM",3.000000e+00,3.400000e+01,1.749766e-02,8.539312e-02,2.917624e-01,5.536642e-01,2.491225e+00
"969","Total PAH","SNO_COM",3.000000e+00,3.900000e+01,5.686013e-06,1.001285e-04,4.320747e-04,1.049635e-03,1.133986e-02
"970","Total Phosphorus","SNO_COM",3.000000e+00,3.800000e+01,2.265344e-04,5.813425e-03,2.380990e-02,4.781820e-02,2.338846e-01
"971","Total Phthalate","SNO_COM",3.000000e+00,3.900000e+01,4.955440e-05,2.335251e-04,5.714047e-04,9.048959e-04,4.252447e-03
"972","Total Suspended Solids","SNO_COM",3.000000e+00,3.000000e+01,6.796032e-01,3.777036e+00,1.329644e+01,2.685824e+01,1.630105e+02
"973","Total TPHDx","SNO_COM",8.000000e+00,3.600000e+01,9.038723e-02,5.782914e-01,1.053215e+00,1.575561e+00,4.004388e+00
"974","Total Xylenes","SNO_COM",8.000000e+00,3.600000e+01,2.378611e-05,1.684850e-04,4.366734e-04,6.882398e-04,3.543706e-03
"975","Triclopyr","SNO_COM",3.000000e+00,3.900000e+01,1.189306e-06,8.287973e-06,2.318580e-05,3.441199e-05,2.070666e-04
"976","Zinc","SNO_COM",3.000000e+00,3.400000e+01,7.552091e-03,3.068850e-02,4.406377e-02,5.599499e-02,1.151708e+00
"977","Zinc dissolved","SNO_COM",2.000000e+00,3.300000e+01,3.559444e-03,1.558261e-02,2.651160e-02,3.412945e-02,1.837477e-01
"978","1-Methylnaphthalene","SNO_HDR",0.000000e+00,1.900000e+01,1.415840e-06,4.516530e-06,6.719577e-06,7.433160e-06,1.424675e-04
"979","2-Methylnaphthalene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"980","2,4-D","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-07,3.126175e-06,3.785956e-06,9.361534e-06,3.805778e-04
"981","Acenaphthene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"982","Acenaphthylene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"983","Anthracene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"984","Benzene","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-06,4.516530e-05,7.390685e-05,1.048854e-04,1.424675e-03
"985","Benzo(a)pyrene","SNO_HDR",1.000000e+00,3.700000e+01,9.910880e-07,5.535226e-06,7.482714e-06,1.057703e-05,1.424675e-04
"986","Benzo(b)fluoranthene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"987","Benzo(g,h,i)perylene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.532269e-06,1.345614e-05,1.424675e-04
"988","Benzo(k)fluoranthene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"989","Bis(2-ethylhexyl) phthalate","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-06,4.927123e-05,6.937616e-05,1.133805e-04,2.210834e-03
"990","BTEX","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-06,4.516530e-05,7.390685e-05,1.120416e-04,1.424675e-03
"991","Butyl benzyl phthalate","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-06,3.811441e-05,5.150826e-05,7.390685e-05,1.424675e-03
"992","Cadmium","SNO_HDR",1.000000e+00,3.800000e+01,5.946528e-07,3.359788e-06,6.728072e-06,7.123374e-05,1.872307e-04
"993","Cadmium dissolved","SNO_HDR",0.000000e+00,3.700000e+01,4.955440e-07,1.768667e-06,2.831680e-06,4.440527e-06,7.123374e-05
"994","Calcium","SNO_HDR",1.000000e+00,3.800000e+01,6.371280e-02,1.679894e-01,2.556667e-01,3.695342e-01,6.838439e+00
"995","Chloride","SNO_HDR",1.000000e+00,3.700000e+01,3.415006e-03,2.371532e-02,6.299922e-02,1.618815e-01,2.918301e+00
"996","Chlorpyrifos","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"997","Chrysene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"998","Copper","SNO_HDR",1.000000e+00,3.500000e+01,6.796032e-06,2.128693e-04,2.971395e-04,4.764783e-04,5.556232e-03
"999","Copper dissolved","SNO_HDR",1.000000e+00,2.700000e+01,6.796032e-06,1.187797e-04,1.616238e-04,2.925856e-04,1.115569e-03
"1000","CPAH","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.571912e-06,1.345614e-05,5.698699e-04
"1001","Di-N-Octyl Phthalate","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-06,3.811441e-05,5.150826e-05,7.390685e-05,1.424675e-03
"1002","Diazinon","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"1003","Dibenzo(a,h)anthracene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.532269e-06,1.345614e-05,2.849350e-04
"1004","Dibutyl phthalate","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-06,3.811441e-05,5.150826e-05,7.390685e-05,1.424675e-03
"1005","Dichlobenil","SNO_HDR",1.000000e+00,3.800000e+01,1.415840e-06,6.725240e-06,2.661779e-05,8.325139e-05,2.052968e-04
"1006","Diesel Range Organics","SNO_HDR",7.000000e+00,3.800000e+01,1.982176e-03,1.378108e-02,2.373174e-02,3.834208e-02,1.623006e-01
"1007","Diethyl phthalate","SNO_HDR",1.000000e+00,3.800000e+01,6.610557e-06,3.907718e-05,5.544429e-05,7.390685e-05,1.424675e-03
"1008","Dimethyl phthalate","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-06,3.811441e-05,5.150826e-05,7.390685e-05,1.424675e-03
"1009","Ethylbenzene","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-06,4.516530e-05,7.390685e-05,1.048854e-04,1.424675e-03
"1010","Fluoranthene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"1011","Fluorene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"1012","Gasoline Range Organics","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-04,4.516530e-03,7.390685e-03,1.048854e-02,1.424675e-01
"1013","Hardness as CaCO3","SNO_HDR",1.000000e+00,3.800000e+01,1.840592e-01,4.757222e-01,7.266317e-01,1.054518e+00,2.137012e+01
"1014","Heavy Fuel Oil","SNO_HDR",7.000000e+00,3.800000e+01,3.964352e-03,1.716635e-02,3.766134e-02,6.223240e-02,1.975833e-01
"1015","HPAH","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.571912e-06,2.036261e-05,7.123374e-04
"1016","Indeno(1,2,3-cd)pyrene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.571912e-06,1.345614e-05,1.424675e-04
"1017","Lead","SNO_HDR",1.000000e+00,3.700000e+01,2.576829e-06,2.258244e-05,4.148411e-05,6.821241e-05,1.516569e-03
"1018","Lead dissolved","SNO_HDR",1.000000e+00,3.600000e+01,1.288414e-06,3.242982e-06,4.105936e-06,1.183954e-05,1.568993e-04
"1019","LPAH","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"1020","Magnesium","SNO_HDR",1.000000e+00,3.800000e+01,4.672272e-03,1.371949e-02,2.076528e-02,3.493585e-02,1.025766e+00
"1021","Malathion","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,9.888227e-06,1.424675e-04
"1022","Mecoprop","SNO_HDR",1.000000e+00,3.800000e+01,6.796032e-05,2.321978e-04,3.695342e-04,4.944113e-04,7.123374e-03
"1023","Mercury","SNO_HDR",0.000000e+00,5.000000e+00,6.796032e-06,7.928704e-06,8.843337e-06,1.872307e-05,2.378611e-05
"1024","Mercury dissolved","SNO_HDR",0.000000e+00,5.000000e+00,1.359206e-05,1.585741e-05,1.768667e-05,2.378611e-05,3.744614e-05
"1025","Naphthalene","SNO_HDR",1.000000e+00,3.700000e+01,9.910880e-07,5.535226e-06,7.433160e-06,9.104559e-06,1.424675e-04
"1026","Nitrite-Nitrate","SNO_HDR",1.000000e+00,3.500000e+01,1.614058e-03,4.625974e-03,8.372938e-03,2.630291e-02,2.849350e+00
"1027","Ortho-phosphate dissolved","SNO_HDR",1.000000e+00,3.700000e+01,1.132672e-04,3.763303e-04,6.863992e-04,1.209425e-03,7.123374e-03
"1028","Pentachlorophenol","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,8.325139e-06,2.052968e-05,6.719577e-05,1.424675e-03
"1029","Phenanthrene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.150826e-06,7.433160e-06,1.108886e-05,1.424675e-04
"1030","Prometon","SNO_HDR",1.000000e+00,3.800000e+01,1.415840e-06,6.592151e-06,1.982176e-05,4.162570e-05,1.424675e-04
"1031","Pyrene","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.108886e-05,1.424675e-04
"1032","Surfactants","SNO_HDR",1.000000e+00,3.800000e+01,2.477720e-04,1.560256e-03,3.364036e-03,4.944113e-03,3.561687e-02
"1033","Toluene","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-06,4.516530e-05,7.390685e-05,1.120416e-04,1.424675e-03
"1034","Total Benzofluoranthenes","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,5.663360e-06,7.433160e-06,1.110019e-05,1.424675e-04
"1035","Total Kjeldahl Nitrogen","SNO_HDR",1.000000e+00,3.400000e+01,4.927123e-03,1.779881e-02,3.567917e-02,1.107244e-01,2.023038e+00
"1036","Total PAH","SNO_HDR",1.000000e+00,3.800000e+01,9.910880e-07,6.592151e-06,7.928704e-06,2.036261e-05,7.123374e-04
"1037","Total Phosphorus","SNO_HDR",1.000000e+00,3.700000e+01,5.912548e-04,1.788503e-03,2.913969e-03,5.216662e-03,5.698699e-02
"1038","Total Phthalate","SNO_HDR",1.000000e+00,3.800000e+01,6.610557e-06,4.927123e-05,7.390685e-05,1.170192e-04,2.210834e-03
"1039","Total Suspended Solids","SNO_HDR",1.000000e+00,3.100000e+01,2.973264e-02,6.875673e-01,1.102543e+00,1.871033e+00,3.276752e+01
"1040","Total TPHDx","SNO_HDR",7.000000e+00,3.800000e+01,3.964352e-03,3.079452e-02,6.052716e-02,1.028749e-01,3.598839e-01
"1041","Total Xylenes","SNO_HDR",7.000000e+00,3.800000e+01,9.910880e-06,4.516530e-05,7.390685e-05,1.048854e-04,1.424675e-03
"1042","Triclopyr","SNO_HDR",1.000000e+00,3.800000e+01,4.955440e-07,2.575413e-06,3.716580e-06,5.544429e-06,7.123374e-05
"1043","Zinc","SNO_HDR",1.000000e+00,3.500000e+01,6.796032e-05,8.193870e-04,1.143121e-03,1.573441e-03,3.134285e-02
"1044","Zinc dissolved","SNO_HDR",1.000000e+00,2.400000e+01,6.796032e-05,6.547127e-04,1.219661e-03,2.365098e-03,1.937558e-02
"1045","1-Methylnaphthalene","SNO_LDR",3.000000e+00,2.800000e+01,1.080569e-05,5.663360e-05,1.076038e-04,1.982176e-04,8.715911e-04
"1046","2-Methylnaphthalene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1047","2,4-D","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-06,2.626808e-05,5.097024e-05,7.249384e-05,4.608842e-04
"1048","Acenaphthene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1049","Acenaphthylene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.385163e-05,1.381874e-04,8.715911e-04
"1050","Anthracene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.561435e-05,1.381874e-04,8.715911e-04
"1051","Benzene","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-05,3.226133e-04,7.620051e-04,1.449877e-03,8.715911e-03
"1052","Benzo(a)pyrene","SNO_LDR",6.000000e+00,4.500000e+01,4.111599e-06,3.151377e-05,7.502819e-05,1.404542e-04,8.715911e-04
"1053","Benzo(b)fluoranthene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.561435e-05,1.449877e-04,8.715911e-04
"1054","Benzo(g,h,i)perylene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.344745e-05,7.785704e-05,1.449877e-04,1.743182e-03
"1055","Benzo(k)fluoranthene","SNO_LDR",6.000000e+00,4.600000e+01,4.111599e-06,3.188755e-05,7.561435e-05,1.449877e-04,3.486364e-03
"1056","Bis(2-ethylhexyl) phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.465142e-04,6.853798e-04,1.381874e-03,8.715911e-03
"1057","BTEX","SNO_LDR",1.700000e+01,4.600000e+01,4.111599e-05,3.226133e-04,7.620051e-04,1.449877e-03,8.715911e-03
"1058","Butyl benzyl phthalate","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-05,2.457190e-04,5.538200e-04,1.381874e-03,8.715911e-03
"1059","Cadmium","SNO_LDR",6.000000e+00,4.600000e+01,2.055800e-06,2.825450e-05,7.249384e-05,2.872683e-04,1.346974e-03
